age,job=housemaid,job=services,job=admin.,job=blue-collar,job=technician,job=retired,job=management,job=unemployed,job=self-employed,job=unknown,job=entrepreneur,job=student,marital=married,marital=single,marital=divorced,marital=unknown,education=basic.4y,education=high.school,education=basic.6y,education=basic.9y,e0ducation=professional.course,education=unknown,education=university.degree,education=illiterate,default=0,default=unknown,default=1,housing=0,housing=1,housing=unknown,loan=0,loan=1,loan=unknown,contact=cellular,month=may,month=jun,month=jul,month=aug,month=oct,month=nov,month=dec,month=mar,month=apr,month=sep,day_of_week=mon,day_of_week=tue,day_of_week=wed,day_of_week=thu,day_of_week=fri,duration,campaign,pdays,previous,poutcome=nonexistent,poutcome=failure,poutcome=success,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,class
0.419753,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.027654,0.018182,1.0,0.0,1,0,0,0.9375,0.698753,0.60251,0.957379,0.859735,0
0.308642,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.02196,0.054545,1.0,0.0,1,0,0,1.0,0.882307,0.376569,0.980957,1.0,0
0.160494,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.024807,0.054545,1.0,0.0,1,0,0,0.9375,0.698753,0.60251,0.957379,0.859735,0
0.17284,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.06466,0.018182,1.0,0.0,1,0,0,0.354167,0.711613,0.523013,0.059397,0.10586,1
0.320988,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.022163,0.072727,1.0,0.0,1,0,0,0.9375,0.698753,0.60251,0.957379,0.859735,0
0.333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.063034,0.0,1.0,0.0,1,0,0,0.354167,0.722525,0.460251,0.024484,0.10586,1
0.246914,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.092314,0.0,1.0,0.0,1,0,0,0.6875,0.389322,0.368201,0.806393,0.877883,1
0.222222,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.026434,0.0,1.0,0.0,1,0,0,1.0,0.882307,0.376569,0.959193,1.0,0
0.358025,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0183,0.036364,1.0,0.0,1,0,0,1.0,0.669135,0.338912,0.98141,1.0,0
0.197531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.090687,0.036364,1.0,0.0,1,0,0,0.9375,0.698753,0.60251,0.957606,0.859735,0
0.246914,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.033754,0.018182,1.0,0.0,1,0,0,0.9375,0.698753,0.60251,0.957379,0.859735,0
0.17284,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.014843,0.0,1.0,0.0,1,0,0,1.0,0.484412,0.615063,0.981637,1.0,0
0.345679,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.04758,0.036364,1.0,0.0,1,0,0,1.0,0.484412,0.615063,0.98141,1.0,0
0.135802,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.056527,0.018182,1.0,0.0,1,0,0,1.0,0.669135,0.338912,0.98005,1.0,1
0.382716,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.011183,0.072727,1.0,0.0,1,0,0,1.0,0.669135,0.338912,0.982544,1.0,0
0.395062,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.047174,0.0,1.0,0.0,1,0,0,0.9375,0.698753,0.60251,0.957379,0.859735,0
0.17284,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.021147,0.036364,1.0,0.0,1,0,0,1.0,0.484412,0.615063,0.981637,1.0,0
0.308642,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.011997,0.036364,1.0,0.0,1,0,0,1.0,0.484412,0.615063,0.98141,1.0,0
0.160494,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.035584,0.0,1.0,0.0,1,0,0,0.6875,0.389322,0.368201,0.780322,0.877883,0
0.08642,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.078284,0.018182,1.0,0.0,1,0,0,0.9375,0.698753,0.60251,0.958966,0.859735,0
0.506173,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0366,0.090909,1.0,0.0,1,0,0,1.0,0.882307,0.376569,0.980503,1.0,0
0.320988,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.007727,0.036364,1.0,0.0,1,0,0,0.9375,0.698753,0.60251,0.958966,0.859735,0
0.271605,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.02196,0.054545,1.0,0.0,1,0,0,1.0,0.669135,0.338912,0.982544,1.0,0
0.407407,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.143148,0.018182,1.0,0.0,1,0,0,0.333333,0.340608,0.154812,0.17479,0.512287,0
0.382716,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.044937,0.0,1.0,0.0,1,0,0,1.0,0.882307,0.376569,0.98073,1.0,0
0.308642,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.025824,0.0,1.0,0.0,1,0,0,0.6875,0.389322,0.368201,0.806393,0.877883,0
0.222222,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.05734,0.018182,0.006006,0.142857,0,0,1,0.333333,0.455183,0.669456,0.003627,0.17051,0
0.098765,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.03538,0.145455,1.0,0.0,1,0,0,1.0,0.882307,0.376569,0.980957,1.0,0
0.432099,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01708,0.036364,1.0,0.0,1,0,0,1.0,0.882307,0.376569,0.980503,1.0,0
0.419753,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.119154,0.0,1.0,0.0,1,0,0,1.0,0.484412,0.615063,0.981637,1.0,0
0.148148,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.013217,0.036364,1.0,0.0,1,0,0,1.0,0.669135,0.338912,0.981183,1.0,0
0.45679,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.012607,0.0,1.0,0.0,1,0,0,0.6875,0.389322,0.368201,0.806393,0.877883,0
0.481481,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.087637,0.018182,1.0,0.0,1,0,0,0.333333,0.340608,0.154812,0.177057,0.512287,0
0.320988,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.00976,0.0,1.0,0.0,1,0,0,0.333333,0.26968,0.192469,0.148946,0.512287,0
0.271605,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.040464,0.0,1.0,0.142857,0,1,0,0.333333,0.26968,0.192469,0.157107,0.512287,0
0.271605,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.044124,0.0,1.0,0.0,1,0,0,0.333333,0.26968,0.192469,0.143278,0.512287,0
0.345679,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.042904,0.072727,1.0,0.0,1,0,0,0.333333,0.26968,0.192469,0.163228,0.512287,0
0.37037,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.01159,0.018182,1.0,0.0,1,0,0,1.0,0.484412,0.615063,0.981864,1.0,0
0.271605,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.009557,0.0,1.0,0.142857,0,1,0,0.333333,0.26968,0.192469,0.158694,0.512287,0
0.17284,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.044327,0.054545,1.0,0.0,1,0,0,1.0,0.484412,0.615063,0.981637,1.0,0
0.246914,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.105734,0.109091,1.0,0.0,1,0,0,1.0,0.669135,0.338912,0.980957,1.0,0
0.234568,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.06954,0.018182,1.0,0.0,1,0,0,0.9375,0.698753,0.60251,0.957379,0.859735,0
0.209877,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.02562,0.018182,1.0,0.0,1,0,0,1.0,0.484412,0.615063,0.98209,1.0,0
0.246914,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.02928,0.0,1.0,0.0,1,0,0,1.0,0.484412,0.615063,0.981864,1.0,0
0.271605,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.066694,0.018182,1.0,0.142857,0,1,0,0.6875,0.389322,0.368201,0.797778,0.877883,0
0.234568,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.047174,0.054545,1.0,0.0,1,0,0,0.9375,0.698753,0.60251,0.957153,0.859735,0
0.061728,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.029077,0.018182,1.0,0.0,1,0,0,1.0,0.669135,0.338912,0.98141,1.0,0
0.506173,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.014233,0.072727,1.0,0.0,1,0,0,0.0,0.174591,0.866109,0.01927,0.203781,0
0.098765,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.022773,0.018182,1.0,0.0,1,0,0,0.333333,0.26968,0.192469,0.143278,0.512287,0
0.481481,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.00854,0.036364,1.0,0.0,1,0,0,0.9375,0.698753,0.60251,0.958059,0.859735,0
0.148148,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.020943,0.054545,1.0,0.0,1,0,0,1.0,0.669135,0.338912,0.980957,1.0,0
0.382716,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.087231,0.0,1.0,0.0,1,0,0,0.9375,0.698753,0.60251,0.957606,0.859735,0
0.135802,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.282839,0.018182,1.0,0.0,1,0,0,0.333333,0.26968,0.192469,0.157107,0.512287,1
0.333333,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.084994,0.0,1.0,0.0,1,0,0,1.0,0.669135,0.338912,0.981183,1.0,0
0.271605,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.020333,0.0,1.0,0.0,1,0,0,0.333333,0.26968,0.192469,0.158694,0.512287,0
0.209877,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.018503,0.0,1.0,0.0,1,0,0,0.9375,0.698753,0.60251,0.957833,0.859735,0
0.481481,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.018097,0.0,1.0,0.0,1,0,0,0.104167,0.0,0.811715,0.049875,0.425709,0
0.432099,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.01403,0.0,1.0,0.0,1,0,0,0.333333,0.26968,0.192469,0.142825,0.512287,0
0.160494,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.099431,0.0,1.0,0.0,1,0,0,1.0,0.669135,0.338912,0.981183,1.0,0
0.37037,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.013623,0.072727,1.0,0.0,1,0,0,0.083333,0.199532,0.74477,0.018817,0.226465,0
0.296296,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.132778,0.018182,1.0,0.0,1,0,0,1.0,0.484412,0.615063,0.982997,1.0,0
0.17284,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.03782,0.0,1.0,0.0,1,0,0,1.0,0.669135,0.338912,0.980957,1.0,0
0.296296,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.006913,0.018182,1.0,0.0,1,0,0,1.0,0.669135,0.338912,0.98141,1.0,0
0.493827,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.021147,0.0,1.0,0.0,1,0,0,1.0,0.669135,0.338912,0.980957,1.0,0
0.209877,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.03721,0.0,1.0,0.142857,0,1,0,0.333333,0.340608,0.154812,0.17479,0.512287,0
0.222222,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.011387,0.018182,1.0,0.0,1,0,0,0.0,0.069369,0.878661,0.038313,0.203781,0
0.111111,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.03172,0.036364,1.0,0.0,1,0,0,1.0,0.669135,0.338912,0.98141,1.0,0
0.160494,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.01342,0.0,1.0,0.0,1,0,0,1.0,0.882307,0.376569,0.980957,1.0,0
0.45679,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.010573,0.0,1.0,0.0,1,0,0,0.333333,0.340608,0.154812,0.17479,0.512287,0
0.419753,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.067914,0.018182,1.0,0.0,1,0,0,1.0,0.882307,0.376569,0.980957,1.0,0
0.246914,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.011387,0.018182,1.0,0.142857,0,1,0,0.333333,0.26968,0.192469,0.143278,0.512287,0
0.320988,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.01769,0.036364,1.0,0.0,1,0,0,0.6875,0.389322,0.368201,0.780322,0.877883,0
0.37037,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.165921,0.0,1.0,0.142857,0,1,0,0.333333,0.26968,0.192469,0.148946,0.512287,0
0.271605,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.019723,0.018182,1.0,0.0,1,0,0,1.0,0.484412,0.615063,0.981183,1.0,0
0.234568,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.061,0.0,1.0,0.142857,0,1,0,0.333333,0.26968,0.192469,0.146679,0.512287,0
0.209877,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.017283,0.0,1.0,0.0,1,0,0,0.6875,0.389322,0.368201,0.790297,0.877883,0
0.432099,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.023587,0.036364,1.0,0.0,1,0,0,0.9375,0.698753,0.60251,0.957379,0.859735,0
0.111111,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.03355,0.018182,1.0,0.142857,0,1,0,0.333333,0.26968,0.192469,0.148946,0.512287,0
0.222222,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.063237,0.036364,1.0,0.0,1,0,0,1.0,0.882307,0.376569,0.982317,1.0,0
0.185185,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.022163,0.018182,1.0,0.0,1,0,0,0.9375,0.698753,0.60251,0.957379,0.859735,0
0.17284,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.04148,0.018182,1.0,0.142857,0,1,0,0.333333,0.26968,0.192469,0.143278,0.512287,0
0.135802,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.00305,0.236364,1.0,0.0,1,0,0,1.0,0.669135,0.338912,0.982544,1.0,0
0.432099,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.096381,0.018182,1.0,0.0,1,0,0,0.333333,0.340608,0.154812,0.175924,0.512287,0
0.296296,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.01952,0.018182,1.0,0.0,1,0,0,1.0,0.882307,0.376569,0.95942,1.0,0
0.135802,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.00122,0.072727,1.0,0.0,1,0,0,0.333333,0.26968,0.192469,0.148946,0.512287,0
0.17284,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.167548,0.0,1.0,0.0,1,0,0,1.0,0.484412,0.615063,0.98141,1.0,0
0.333333,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.047377,0.0,1.0,0.0,1,0,0,0.333333,0.26968,0.192469,0.138291,0.512287,0
0.444444,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.036194,0.0,1.0,0.0,1,0,0,0.9375,0.698753,0.60251,0.956926,0.859735,0
0.148148,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.043717,0.018182,1.0,0.0,1,0,0,0.9375,0.698753,0.60251,0.956926,0.859735,0
